areaType,areaName,areaCode,date,newVirusTestsBySpecimenDate,cumVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate,cumPCRTestsBySpecimenDate,newLFDTestsBySpecimenDate,cumLFDTestsBySpecimenDate
region,London,E12000007,2023-12-12,101,78191483,101,40290788,0,37900695
region,London,E12000007,2023-12-11,858,78191382,858,40290687,0,37900695
region,London,E12000007,2023-12-10,984,78190524,984,40289829,0,37900695
region,London,E12000007,2023-12-09,1239,78189540,1239,40288845,0,37900695
region,London,E12000007,2023-12-08,1736,78188301,1736,40287606,0,37900695
region,London,E12000007,2023-12-07,1810,78186565,1810,40285870,0,37900695
region,London,E12000007,2023-12-06,1910,78184755,1910,40284060,0,37900695
region,London,E12000007,2023-12-05,2299,78182845,2299,40282150,0,37900695
region,London,E12000007,2023-12-04,2139,78180546,2139,40279851,0,37900695
region,London,E12000007,2023-12-03,1394,78178407,1394,40277712,0,37900695
region,London,E12000007,2023-12-02,1301,78177013,1301,40276318,0,37900695
region,London,E12000007,2023-12-01,1721,78175712,1721,40275017,0,37900695
region,London,E12000007,2023-11-30,2033,78173991,2033,40273296,0,37900695
region,London,E12000007,2023-11-29,2068,78171958,2068,40271263,0,37900695
region,London,E12000007,2023-11-28,2075,78169890,2075,40269195,0,37900695
region,London,E12000007,2023-11-27,2332,78167815,2332,40267120,0,37900695
region,London,E12000007,2023-11-26,1630,78165483,1630,40264788,0,37900695
region,London,E12000007,2023-11-25,1315,78163853,1315,40263158,0,37900695
region,London,E12000007,2023-11-24,1846,78162538,1846,40261843,0,37900695
region,London,E12000007,2023-11-23,1696,78160692,1696,40259997,0,37900695
region,London,E12000007,2023-11-22,1769,78158996,1769,40258301,0,37900695
region,London,E12000007,2023-11-21,1895,78157227,1895,40256532,0,37900695
region,London,E12000007,2023-11-20,1908,78155332,1908,40254637,0,37900695
region,London,E12000007,2023-11-19,1225,78153424,1225,40252729,0,37900695
region,London,E12000007,2023-11-18,1129,78152199,1129,40251504,0,37900695
region,London,E12000007,2023-11-17,1534,78151070,1534,40250375,0,37900695
region,London,E12000007,2023-11-16,1703,78149536,1703,40248841,0,37900695
region,London,E12000007,2023-11-15,1444,78147833,1444,40247138,0,37900695
region,London,E12000007,2023-11-14,1257,78146389,1257,40245694,0,37900695
region,London,E12000007,2023-11-13,1206,78145132,1206,40244437,0,37900695
region,London,E12000007,2023-11-12,628,78143926,628,40243231,0,37900695
region,London,E12000007,2023-11-11,899,78143298,899,40242603,0,37900695
region,London,E12000007,2023-11-10,1343,78142399,1343,40241704,0,37900695
region,London,E12000007,2023-11-09,1361,78141056,1361,40240361,0,37900695
region,London,E12000007,2023-11-08,1706,78139695,1706,40239000,0,37900695
region,London,E12000007,2023-11-07,1654,78137989,1654,40237294,0,37900695
region,London,E12000007,2023-11-06,1660,78136335,1660,40235640,0,37900695
region,London,E12000007,2023-11-05,1196,78134675,1196,40233980,0,37900695
region,London,E12000007,2023-11-04,1136,78133479,1136,40232784,0,37900695
region,London,E12000007,2023-11-03,1447,78132343,1447,40231648,0,37900695
region,London,E12000007,2023-11-02,1685,78130896,1685,40230201,0,37900695
region,London,E12000007,2023-11-01,1772,78129211,1772,40228516,0,37900695
region,London,E12000007,2023-10-31,1732,78127439,1732,40226744,0,37900695
region,London,E12000007,2023-10-30,1832,78125707,1832,40225012,0,37900695
region,London,E12000007,2023-10-29,1120,78123875,1120,40223180,0,37900695
region,London,E12000007,2023-10-28,1068,78122755,1068,40222060,0,37900695
region,London,E12000007,2023-10-27,1672,78121687,1672,40220992,0,37900695
region,London,E12000007,2023-10-26,1485,78120015,1485,40219320,0,37900695
region,London,E12000007,2023-10-25,1487,78118530,1487,40217835,0,37900695
region,London,E12000007,2023-10-24,1754,78117043,1754,40216348,0,37900695
region,London,E12000007,2023-10-23,1564,78115289,1564,40214594,0,37900695
region,London,E12000007,2023-10-22,785,78113725,785,40213030,0,37900695
region,London,E12000007,2023-10-21,906,78112940,906,40212245,0,37900695
region,London,E12000007,2023-10-20,1212,78112034,1212,40211339,0,37900695
region,London,E12000007,2023-10-19,1300,78110822,1300,40210127,0,37900695
region,London,E12000007,2023-10-18,1488,78109522,1488,40208827,0,37900695
region,London,E12000007,2023-10-17,1520,78108034,1520,40207339,0,37900695
region,London,E12000007,2023-10-16,1473,78106514,1473,40205819,0,37900695
region,London,E12000007,2023-10-15,1372,78105041,1372,40204346,0,37900695
region,London,E12000007,2023-10-14,1180,78103669,1180,40202974,0,37900695
region,London,E12000007,2023-10-13,1497,78102489,1497,40201794,0,37900695
region,London,E12000007,2023-10-12,1643,78100992,1643,40200297,0,37900695
region,London,E12000007,2023-10-11,1711,78099349,1711,40198654,0,37900695
region,London,E12000007,2023-10-10,1556,78097638,1556,40196943,0,37900695
region,London,E12000007,2023-10-09,1619,78096082,1619,40195387,0,37900695
region,London,E12000007,2023-10-08,1222,78094463,1222,40193768,0,37900695
region,London,E12000007,2023-10-07,1081,78093241,1081,40192546,0,37900695
region,London,E12000007,2023-10-06,1398,78092160,1398,40191465,0,37900695
region,London,E12000007,2023-10-05,1350,78090762,1350,40190067,0,37900695
region,London,E12000007,2023-10-04,1310,78089412,1310,40188717,0,37900695
region,London,E12000007,2023-10-03,1305,78088102,1305,40187407,0,37900695
region,London,E12000007,2023-10-02,1470,78086797,1470,40186102,0,37900695
region,London,E12000007,2023-10-01,1069,78085327,1069,40184632,0,37900695
region,London,E12000007,2023-09-30,1294,78084258,1294,40183563,0,37900695
region,London,E12000007,2023-09-29,1411,78082964,1411,40182269,0,37900695
region,London,E12000007,2023-09-28,1849,78081553,1849,40180858,0,37900695
region,London,E12000007,2023-09-27,1719,78079704,1719,40179009,0,37900695
region,London,E12000007,2023-09-26,1741,78077985,1741,40177290,0,37900695
region,London,E12000007,2023-09-25,1780,78076244,1780,40175549,0,37900695
region,London,E12000007,2023-09-24,1236,78074464,1236,40173769,0,37900695
region,London,E12000007,2023-09-23,1025,78073228,1025,40172533,0,37900695
region,London,E12000007,2023-09-22,1308,78072203,1308,40171508,0,37900695
region,London,E12000007,2023-09-21,1492,78070895,1492,40170200,0,37900695
region,London,E12000007,2023-09-20,1364,78069403,1364,40168708,0,37900695
region,London,E12000007,2023-09-19,1513,78068039,1513,40167344,0,37900695
region,London,E12000007,2023-09-18,1549,78066526,1549,40165831,0,37900695
region,London,E12000007,2023-09-17,1052,78064977,1052,40164282,0,37900695
region,London,E12000007,2023-09-16,980,78063925,980,40163230,0,37900695
region,London,E12000007,2023-09-15,1376,78062945,1376,40162250,0,37900695
region,London,E12000007,2023-09-14,1458,78061569,1458,40160874,0,37900695
region,London,E12000007,2023-09-13,1278,78060111,1278,40159416,0,37900695
region,London,E12000007,2023-09-12,1546,78058833,1546,40158138,0,37900695
region,London,E12000007,2023-09-11,1454,78057287,1454,40156592,0,37900695
region,London,E12000007,2023-09-10,932,78055833,932,40155138,0,37900695
region,London,E12000007,2023-09-09,961,78054901,961,40154206,0,37900695
region,London,E12000007,2023-09-08,1199,78053940,1199,40153245,0,37900695
region,London,E12000007,2023-09-07,1521,78052741,1302,40152046,219,37900695
region,London,E12000007,2023-09-06,1376,78051220,944,40150744,432,37900476
region,London,E12000007,2023-09-05,1265,78049844,865,40149800,400,37900044
region,London,E12000007,2023-09-04,2242,78048579,1784,40148935,458,37899644
region,London,E12000007,2023-09-03,1469,78046337,1111,40147151,358,37899186
region,London,E12000007,2023-09-02,1635,78044868,1332,40146040,303,37898828
region,London,E12000007,2023-09-01,1967,78043233,1645,40144708,322,37898525
region,London,E12000007,2023-08-31,1671,78041266,1270,40143063,401,37898203
region,London,E12000007,2023-08-30,1566,78039595,1170,40141793,396,37897802
region,London,E12000007,2023-08-29,1625,78038029,1264,40140623,361,37897406
region,London,E12000007,2023-08-28,1334,78036404,1054,40139359,280,37897045
region,London,E12000007,2023-08-27,1132,78035070,896,40138305,236,37896765
region,London,E12000007,2023-08-26,1078,78033938,851,40137409,227,37896529
region,London,E12000007,2023-08-25,1381,78032860,1114,40136558,267,37896302
region,London,E12000007,2023-08-24,1511,78031479,1203,40135444,308,37896035
region,London,E12000007,2023-08-23,1459,78029968,1149,40134241,310,37895727
region,London,E12000007,2023-08-22,1590,78028509,1274,40133092,316,37895417
region,London,E12000007,2023-08-21,1662,78026919,1297,40131818,365,37895101
region,London,E12000007,2023-08-20,1279,78025257,997,40130521,282,37894736
region,London,E12000007,2023-08-19,1077,78023978,861,40129524,216,37894454
region,London,E12000007,2023-08-18,1573,78022901,1312,40128663,261,37894238
region,London,E12000007,2023-08-17,1615,78021328,1284,40127351,331,37893977
region,London,E12000007,2023-08-16,1610,78019713,1274,40126067,336,37893646
region,London,E12000007,2023-08-15,1590,78018103,1249,40124793,341,37893310
region,London,E12000007,2023-08-14,1618,78016513,1211,40123544,407,37892969
region,London,E12000007,2023-08-13,1156,78014895,885,40122333,271,37892562
region,London,E12000007,2023-08-12,970,78013739,768,40121448,202,37892291
region,London,E12000007,2023-08-11,1366,78012769,1097,40120680,269,37892089
region,London,E12000007,2023-08-10,1612,78011403,1292,40119583,320,37891820
region,London,E12000007,2023-08-09,1439,78009791,1155,40118291,284,37891500
region,London,E12000007,2023-08-08,1539,78008352,1261,40117136,278,37891216
region,London,E12000007,2023-08-07,1769,78006813,1411,40115875,358,37890938
region,London,E12000007,2023-08-06,1045,78005044,747,40114464,298,37890580
region,London,E12000007,2023-08-05,935,78003999,725,40113717,210,37890282
region,London,E12000007,2023-08-04,1384,78003064,1156,40112992,228,37890072
region,London,E12000007,2023-08-03,1403,78001680,1126,40111836,277,37889844
region,London,E12000007,2023-08-02,1535,78000277,1253,40110710,282,37889567
region,London,E12000007,2023-08-01,1427,77998742,1179,40109457,248,37889285
region,London,E12000007,2023-07-31,988,77997315,654,40108278,334,37889037
region,London,E12000007,2023-07-30,627,77996327,387,40107624,240,37888703
region,London,E12000007,2023-07-29,794,77995700,586,40107237,208,37888463
region,London,E12000007,2023-07-28,1071,77994906,854,40106651,217,37888255
region,London,E12000007,2023-07-27,1115,77993835,893,40105797,222,37888038
region,London,E12000007,2023-07-26,996,77992720,738,40104904,258,37887816
region,London,E12000007,2023-07-25,839,77991724,584,40104166,255,37887558
region,London,E12000007,2023-07-24,1301,77990885,994,40103582,307,37887303
region,London,E12000007,2023-07-23,822,77989584,590,40102588,232,37886996
region,London,E12000007,2023-07-22,926,77988762,745,40101998,181,37886764
region,London,E12000007,2023-07-21,1428,77987836,1232,40101253,196,37886583
region,London,E12000007,2023-07-20,1487,77986408,1276,40100021,211,37886387
region,London,E12000007,2023-07-19,1491,77984921,1264,40098745,227,37886176
region,London,E12000007,2023-07-18,1810,77983430,1558,40097481,252,37885949
region,London,E12000007,2023-07-17,1474,77981620,1185,40095923,289,37885697
region,London,E12000007,2023-07-16,1070,77980146,842,40094738,228,37885408
region,London,E12000007,2023-07-15,881,77979076,719,40093896,162,37885180
region,London,E12000007,2023-07-14,1146,77978195,939,40093177,207,37885018
region,London,E12000007,2023-07-13,1460,77977049,1235,40092238,225,37884811
region,London,E12000007,2023-07-12,1761,77975589,1517,40091003,244,37884586
region,London,E12000007,2023-07-11,1562,77973828,1325,40089486,237,37884342
region,London,E12000007,2023-07-10,1103,77972266,784,40088161,319,37884105
region,London,E12000007,2023-07-09,941,77971163,704,40087377,237,37883786
region,London,E12000007,2023-07-08,913,77970222,746,40086673,167,37883549
region,London,E12000007,2023-07-07,1313,77969309,1148,40085927,165,37883382
region,London,E12000007,2023-07-06,1541,77967996,1324,40084779,217,37883217
region,London,E12000007,2023-07-05,1474,77966455,1230,40083455,244,37883000
region,London,E12000007,2023-07-04,1640,77964981,1384,40082225,256,37882756
region,London,E12000007,2023-07-03,1798,77963341,1480,40080841,318,37882500
region,London,E12000007,2023-07-02,1167,77961543,918,40079361,249,37882182
region,London,E12000007,2023-07-01,989,77960376,817,40078443,172,37881933
region,London,E12000007,2023-06-30,1386,77959387,1171,40077626,215,37881761
region,London,E12000007,2023-06-29,1386,77958001,1166,40076455,220,37881546
region,London,E12000007,2023-06-28,1497,77956615,1218,40075289,279,37881326
region,London,E12000007,2023-06-27,1397,77955118,1147,40074071,250,37881047
region,London,E12000007,2023-06-26,1424,77953721,1077,40072924,347,37880797
region,London,E12000007,2023-06-25,1009,77952297,793,40071847,216,37880450
region,London,E12000007,2023-06-24,1085,77951288,907,40071054,178,37880234
region,London,E12000007,2023-06-23,1279,77950203,1035,40070147,244,37880056
region,London,E12000007,2023-06-22,1577,77948924,1296,40069112,281,37879812
region,London,E12000007,2023-06-21,1508,77947347,1204,40067816,304,37879531
region,London,E12000007,2023-06-20,1980,77945839,1660,40066612,320,37879227
region,London,E12000007,2023-06-19,1991,77943859,1634,40064952,357,37878907
region,London,E12000007,2023-06-18,1016,77941868,728,40063318,288,37878550
region,London,E12000007,2023-06-17,970,77940852,773,40062590,197,37878262
region,London,E12000007,2023-06-16,1556,77939882,1306,40061817,250,37878065
region,London,E12000007,2023-06-15,1431,77938326,1146,40060511,285,37877815
region,London,E12000007,2023-06-14,1546,77936895,1227,40059365,319,37877530
region,London,E12000007,2023-06-13,1881,77935349,1551,40058138,330,37877211
region,London,E12000007,2023-06-12,2165,77933468,1737,40056587,428,37876881
region,London,E12000007,2023-06-11,1456,77931303,1152,40054850,304,37876453
region,London,E12000007,2023-06-10,1249,77929847,1022,40053698,227,37876149
region,London,E12000007,2023-06-09,1700,77928598,1395,40052676,305,37875922
region,London,E12000007,2023-06-08,1875,77926898,1503,40051281,372,37875617
region,London,E12000007,2023-06-07,1857,77925023,1458,40049778,399,37875245
region,London,E12000007,2023-06-06,1788,77923166,1337,40048320,451,37874846
region,London,E12000007,2023-06-05,2343,77921378,1834,40046983,509,37874395
region,London,E12000007,2023-06-04,1586,77919035,1223,40045149,363,37873886
region,London,E12000007,2023-06-03,1359,77917449,1092,40043926,267,37873523
region,London,E12000007,2023-06-02,1594,77916090,1243,40042834,351,37873256
region,London,E12000007,2023-06-01,1657,77914496,1223,40041591,434,37872905
region,London,E12000007,2023-05-31,1882,77912839,1457,40040368,425,37872471
region,London,E12000007,2023-05-30,1962,77910957,1476,40038911,486,37872046
region,London,E12000007,2023-05-29,1649,77908995,1253,40037435,396,37871560
region,London,E12000007,2023-05-28,1289,77907346,1034,40036182,255,37871164
region,London,E12000007,2023-05-27,1227,77906057,962,40035148,265,37870909
region,London,E12000007,2023-05-26,1657,77904830,1335,40034186,322,37870644
region,London,E12000007,2023-05-25,2353,77903173,1919,40032851,434,37870322
region,London,E12000007,2023-05-24,2563,77900820,2048,40030932,515,37869888
region,London,E12000007,2023-05-23,2486,77898257,1974,40028884,512,37869373
region,London,E12000007,2023-05-22,2729,77895771,2078,40026910,651,37868861
region,London,E12000007,2023-05-21,1973,77893042,1482,40024832,491,37868210
region,London,E12000007,2023-05-20,1770,77891069,1412,40023350,358,37867719
region,London,E12000007,2023-05-19,2353,77889299,1932,40021938,421,37867361
region,London,E12000007,2023-05-18,2393,77886946,1860,40020006,533,37866940
region,London,E12000007,2023-05-17,2517,77884553,1979,40018146,538,37866407
region,London,E12000007,2023-05-16,2354,77882036,1781,40016167,573,37865869
region,London,E12000007,2023-05-15,2808,77879682,2049,40014386,759,37865296
region,London,E12000007,2023-05-14,1814,77876874,1308,40012337,506,37864537
region,London,E12000007,2023-05-13,1729,77875060,1337,40011029,392,37864031
region,London,E12000007,2023-05-12,2172,77873331,1664,40009692,508,37863639
region,London,E12000007,2023-05-11,2609,77871159,1970,40008028,639,37863131
region,London,E12000007,2023-05-10,2619,77868550,1941,40006058,678,37862492
region,London,E12000007,2023-05-09,2920,77865931,2134,40004117,786,37861814
region,London,E12000007,2023-05-08,2585,77863011,1825,40001983,760,37861028
region,London,E12000007,2023-05-07,2012,77860426,1529,40000158,483,37860268
region,London,E12000007,2023-05-06,1693,77858414,1317,39998629,376,37859785
region,London,E12000007,2023-05-05,2429,77856721,1852,39997312,577,37859409
region,London,E12000007,2023-05-04,2803,77854292,2058,39995460,745,37858832
region,London,E12000007,2023-05-03,2832,77851489,2057,39993402,775,37858087
region,London,E12000007,2023-05-02,3330,77848657,2396,39991345,934,37857312
region,London,E12000007,2023-05-01,2508,77845327,1668,39988949,840,37856378
region,London,E12000007,2023-04-30,1990,77842819,1479,39987281,511,37855538
region,London,E12000007,2023-04-29,1907,77840829,1451,39985802,456,37855027
region,London,E12000007,2023-04-28,2716,77838922,2071,39984351,645,37854571
region,London,E12000007,2023-04-27,3271,77836206,2492,39982280,779,37853926
region,London,E12000007,2023-04-26,2970,77832935,2135,39979788,835,37853147
region,London,E12000007,2023-04-25,3115,77829965,2240,39977653,875,37852312
region,London,E12000007,2023-04-24,3661,77826850,2520,39975413,1141,37851437
region,London,E12000007,2023-04-23,2461,77823189,1632,39972893,829,37850296
region,London,E12000007,2023-04-22,2399,77820728,1815,39971261,584,37849467
region,London,E12000007,2023-04-21,3070,77818329,2334,39969446,736,37848883
region,London,E12000007,2023-04-20,3532,77815259,2726,39967112,806,37848147
region,London,E12000007,2023-04-19,3628,77811727,2733,39964386,895,37847341
region,London,E12000007,2023-04-18,3674,77808099,2689,39961653,985,37846446
region,London,E12000007,2023-04-17,4212,77804425,2919,39958964,1293,37845461
region,London,E12000007,2023-04-16,2787,77800213,1884,39956045,903,37844168
region,London,E12000007,2023-04-15,2566,77797426,1976,39954161,590,37843265
region,London,E12000007,2023-04-14,3045,77794860,2264,39952185,781,37842675
region,London,E12000007,2023-04-13,3410,77791815,2500,39949921,910,37841894
region,London,E12000007,2023-04-12,3324,77788405,2406,39947421,918,37840984
region,London,E12000007,2023-04-11,3627,77785081,2540,39945015,1087,37840066
region,London,E12000007,2023-04-10,3331,77781454,2422,39942475,909,37838979
region,London,E12000007,2023-04-09,2493,77778123,1958,39940053,535,37838070
region,London,E12000007,2023-04-08,2593,77775630,2056,39938095,537,37837535
region,London,E12000007,2023-04-07,2704,77773037,2110,39936039,594,37836998
region,London,E12000007,2023-04-06,3797,77770333,2924,39933929,873,37836404
region,London,E12000007,2023-04-05,3736,77766536,2713,39931005,1023,37835531
region,London,E12000007,2023-04-04,4033,77762800,2928,39928292,1105,37834508
region,London,E12000007,2023-04-03,5074,77758767,3558,39925364,1516,37833403
region,London,E12000007,2023-04-02,3433,77753693,2226,39921806,1207,37831887
region,London,E12000007,2023-04-01,3350,77750260,2474,39919580,876,37830680
region,London,E12000007,2023-03-31,4817,77746910,3500,39917106,1317,37829804
region,London,E12000007,2023-03-30,5692,77742093,4188,39913606,1504,37828487
region,London,E12000007,2023-03-29,5455,77736401,3972,39909418,1483,37826983
region,London,E12000007,2023-03-28,5508,77730946,3936,39905446,1572,37825500
region,London,E12000007,2023-03-27,6150,77725438,4111,39901510,2039,37823928
region,London,E12000007,2023-03-26,4538,77719288,3010,39897399,1528,37821889
region,London,E12000007,2023-03-25,4489,77714750,3316,39894389,1173,37820361
region,London,E12000007,2023-03-24,5254,77710261,3701,39891073,1553,37819188
region,London,E12000007,2023-03-23,6039,77705007,4367,39887372,1672,37817635
region,London,E12000007,2023-03-22,6033,77698968,4327,39883005,1706,37815963
region,London,E12000007,2023-03-21,5941,77692935,4151,39878678,1790,37814257
region,London,E12000007,2023-03-20,6304,77686994,4226,39874527,2078,37812467
region,London,E12000007,2023-03-19,4808,77680690,3193,39870301,1615,37810389
region,London,E12000007,2023-03-18,4549,77675882,3290,39867108,1259,37808774
region,London,E12000007,2023-03-17,5501,77671333,3832,39863818,1669,37807515
region,London,E12000007,2023-03-16,6111,77665832,4395,39859986,1716,37805846
region,London,E12000007,2023-03-15,5523,77659721,3849,39855591,1674,37804130
region,London,E12000007,2023-03-14,6103,77654198,4328,39851742,1775,37802456
region,London,E12000007,2023-03-13,6081,77648095,3762,39847414,2319,37800681
region,London,E12000007,2023-03-12,4347,77642014,2843,39843652,1504,37798362
region,London,E12000007,2023-03-11,4164,77637667,3050,39840809,1114,37796858
region,London,E12000007,2023-03-10,5537,77633503,4070,39837759,1467,37795744
region,London,E12000007,2023-03-09,5617,77627966,3820,39833689,1797,37794277
region,London,E12000007,2023-03-08,5832,77622349,3975,39829869,1857,37792480
region,London,E12000007,2023-03-07,6208,77616517,4241,39825894,1967,37790623
region,London,E12000007,2023-03-06,6275,77610309,3845,39821653,2430,37788656
region,London,E12000007,2023-03-05,4533,77604034,2810,39817808,1723,37786226
region,London,E12000007,2023-03-04,4378,77599501,3089,39814998,1289,37784503
region,London,E12000007,2023-03-03,5942,77595123,4177,39811909,1765,37783214
region,London,E12000007,2023-03-02,6001,77589181,4212,39807732,1789,37781449
region,London,E12000007,2023-03-01,6200,77583180,4298,39803520,1902,37779660
region,London,E12000007,2023-02-28,6577,77576980,4524,39799222,2053,37777758
region,London,E12000007,2023-02-27,6485,77570403,3935,39794698,2550,37775705
region,London,E12000007,2023-02-26,4065,77563918,2422,39790763,1643,37773155
region,London,E12000007,2023-02-25,4203,77559853,2798,39788341,1405,37771512
region,London,E12000007,2023-02-24,5781,77555650,4019,39785543,1762,37770107
region,London,E12000007,2023-02-23,6031,77549869,4016,39781524,2015,37768345
region,London,E12000007,2023-02-22,6374,77543838,4268,39777508,2106,37766330
region,London,E12000007,2023-02-21,6374,77537464,4203,39773240,2171,37764224
region,London,E12000007,2023-02-20,6757,77531090,4160,39769037,2597,37762053
region,London,E12000007,2023-02-19,4956,77524333,3117,39764877,1839,37759456
region,London,E12000007,2023-02-18,5344,77519377,3892,39761760,1452,37757617
region,London,E12000007,2023-02-17,6765,77514033,5006,39757868,1759,37756165
region,London,E12000007,2023-02-16,7369,77507268,5375,39752862,1994,37754406
region,London,E12000007,2023-02-15,7824,77499899,5734,39747487,2090,37752412
region,London,E12000007,2023-02-14,8000,77492075,5944,39741753,2056,37750322
region,London,E12000007,2023-02-13,8436,77484075,6135,39735809,2301,37748266
region,London,E12000007,2023-02-12,5544,77475639,4101,39729674,1443,37745965
region,London,E12000007,2023-02-11,5784,77470095,4576,39725573,1208,37744522
region,London,E12000007,2023-02-10,7115,77464311,5504,39720997,1611,37743314
region,London,E12000007,2023-02-09,8733,77457196,6942,39715493,1791,37741703
region,London,E12000007,2023-02-08,8242,77448463,6406,39708551,1836,37739912
region,London,E12000007,2023-02-07,7944,77440221,6056,39702145,1888,37738076
region,London,E12000007,2023-02-06,7133,77432277,4805,39696089,2328,37736188
region,London,E12000007,2023-02-05,4613,77425144,2946,39691284,1667,37733860
region,London,E12000007,2023-02-04,4259,77420531,3093,39688338,1166,37732193
region,London,E12000007,2023-02-03,5521,77416272,3907,39685245,1614,37731027
region,London,E12000007,2023-02-02,5829,77410751,4018,39681338,1811,37729413
region,London,E12000007,2023-02-01,5531,77404922,3670,39677320,1861,37727602
region,London,E12000007,2023-01-31,6120,77399391,4266,39673650,1854,37725741
region,London,E12000007,2023-01-30,6483,77393271,4122,39669384,2361,37723887
region,London,E12000007,2023-01-29,4182,77386788,2558,39665262,1624,37721526
region,London,E12000007,2023-01-28,4022,77382606,2812,39662704,1210,37719902
region,London,E12000007,2023-01-27,5149,77378584,3663,39659892,1486,37718692
region,London,E12000007,2023-01-26,5611,77373435,3913,39656229,1698,37717206
region,London,E12000007,2023-01-25,5246,77367824,3542,39652316,1704,37715508
region,London,E12000007,2023-01-24,5146,77362578,3419,39648774,1727,37713804
region,London,E12000007,2023-01-23,6307,77357432,4082,39645355,2225,37712077
region,London,E12000007,2023-01-22,3984,77351125,2618,39641273,1366,37709852
region,London,E12000007,2023-01-21,3423,77347141,2376,39638655,1047,37708486
region,London,E12000007,2023-01-20,4878,77343718,3448,39636279,1430,37707439
region,London,E12000007,2023-01-19,5521,77338840,3935,39632831,1586,37706009
region,London,E12000007,2023-01-18,5249,77333319,3593,39628896,1656,37704423
region,London,E12000007,2023-01-17,5910,77328070,4200,39625303,1710,37702767
region,London,E12000007,2023-01-16,6704,77322160,4379,39621103,2325,37701057
region,London,E12000007,2023-01-15,4630,77315456,3126,39616724,1504,37698732
region,London,E12000007,2023-01-14,19143,77310826,18019,39613598,1124,37697228
region,London,E12000007,2023-01-13,18550,77291683,16985,39595579,1565,37696104
region,London,E12000007,2023-01-12,7283,77273133,5560,39578594,1723,37694539
region,London,E12000007,2023-01-11,6719,77265850,4800,39573034,1919,37692816
region,London,E12000007,2023-01-10,6400,77259131,4358,39568234,2042,37690897
region,London,E12000007,2023-01-09,6894,77252731,4444,39563876,2450,37688855
region,London,E12000007,2023-01-08,5163,77245837,3318,39559432,1845,37686405
region,London,E12000007,2023-01-07,5341,77240674,3865,39556114,1476,37684560
region,London,E12000007,2023-01-06,6245,77235333,4185,39552249,2060,37683084
region,London,E12000007,2023-01-05,7342,77229088,4914,39548064,2428,37681024
region,London,E12000007,2023-01-04,8139,77221746,5566,39543150,2573,37678596
region,London,E12000007,2023-01-03,8492,77213607,5604,39537584,2888,37676023
region,London,E12000007,2023-01-02,6506,77205115,3921,39531980,2585,37673135
region,London,E12000007,2023-01-01,4385,77198609,2722,39528059,1663,37670550
region,London,E12000007,2022-12-31,4860,77194224,2910,39525337,1950,37668887
region,London,E12000007,2022-12-30,7127,77189364,4922,39522427,2205,37666937
region,London,E12000007,2022-12-29,6860,77182237,4418,39517505,2442,37664732
region,London,E12000007,2022-12-28,7181,77175377,4437,39513087,2744,37662290
region,London,E12000007,2022-12-27,5972,77168196,3691,39508650,2281,37659546
region,London,E12000007,2022-12-26,5639,77162224,3834,39504959,1805,37657265
region,London,E12000007,2022-12-25,4795,77156585,3157,39501125,1638,37655460
region,London,E12000007,2022-12-24,6084,77151790,4208,39497968,1876,37653822
region,London,E12000007,2022-12-23,7265,77145706,4821,39493760,2444,37651946
region,London,E12000007,2022-12-22,9002,77138441,6167,39488939,2835,37649502
region,London,E12000007,2022-12-21,9526,77129439,6481,39482772,3045,37646667
region,London,E12000007,2022-12-20,9672,77119913,6416,39476291,3256,37643622
region,London,E12000007,2022-12-19,10487,77110241,6793,39469875,3694,37640366
region,London,E12000007,2022-12-18,6853,77099754,4364,39463082,2489,37636672
region,London,E12000007,2022-12-17,5963,77092901,3921,39458718,2042,37634183
region,London,E12000007,2022-12-16,8425,77086938,5838,39454797,2587,37632141
region,London,E12000007,2022-12-15,9025,77078513,5993,39448959,3032,37629554
region,London,E12000007,2022-12-14,8881,77069488,5875,39442966,3006,37626522
region,London,E12000007,2022-12-13,8425,77060607,5444,39437091,2981,37623516
region,London,E12000007,2022-12-12,9248,77052182,5724,39431647,3524,37620535
region,London,E12000007,2022-12-11,5924,77042934,3584,39425923,2340,37617011
region,London,E12000007,2022-12-10,5665,77037010,3712,39422339,1953,37614671
region,London,E12000007,2022-12-09,7782,77031345,5159,39418627,2623,37612718
region,London,E12000007,2022-12-08,7907,77023563,5100,39413468,2807,37610095
region,London,E12000007,2022-12-07,8638,77015656,5551,39408368,3087,37607288
region,London,E12000007,2022-12-06,8857,77007018,5692,39402817,3165,37604201
region,London,E12000007,2022-12-05,9818,76998161,5836,39397125,3982,37601036
region,London,E12000007,2022-12-04,6527,76988343,4025,39391289,2502,37597054
region,London,E12000007,2022-12-03,5644,76981816,3742,39387264,1902,37594552
region,London,E12000007,2022-12-02,7157,76976172,4596,39383522,2561,37592650
region,London,E12000007,2022-12-01,8096,76969015,5255,39378926,2841,37590089
region,London,E12000007,2022-11-30,7362,76960919,4470,39373671,2892,37587248
region,London,E12000007,2022-11-29,8362,76953557,5396,39369201,2966,37584356
region,London,E12000007,2022-11-28,9129,76945195,5481,39363805,3648,37581390
region,London,E12000007,2022-11-27,6067,76936066,3642,39358324,2425,37577742
region,London,E12000007,2022-11-26,5136,76929999,3236,39354682,1900,37575317
region,London,E12000007,2022-11-25,7130,76924863,4465,39351446,2665,37573417
